"BID" "SSID"
"3998359023_R02C01" "UK00JNA00073"
"3998370108_R07C02" "UK00JNA00081"
"3998370143_R07C02" "UK00JNA00101"
"3998359023_R10C02" "UK00JNA00111"
"3998370028_R09C02" "UK00JNA00114"
"3998359159_R05C01" "UK00JNA00131"
"3998370108_R04C01" "UK00JNA00141"
"3998370143_R12C02" "UK00JNA00161"
"3998359023_R08C02" "UK00JNA00211"
"3998359061_R04C01" "UK00JNA00212"
"3998352045_R11C02" "UK00JNA00214"
"3998346078_R03C01" "UK00JNA00224"
"3998359002_R08C01" "UK00JNA00242"
"3998359061_R07C02" "UK00JNA00261"
"3998370158_R04C01" "UK00JNA00271"
"3998370080_R12C02" "UK00JNA00274"
"3998370143_R10C02" "UK00JNA00281"
"3998370166_R07C02" "UK00JNA00291"
"3998370158_R07C02" "UK00JNA00301"
"3998359002_R03C01" "UK00JNA00322"
"3998359061_R12C02" "UK00JNA00341"
"3998370158_R03C02" "UK00jna00342"
"3998370158_R08C02" "UK00JNA00343"
"3998346078_R01C01" "UK00JNA00361"
"3998370143_R11C01" "UK00JNA00371"
"3998352009_R01C01" "UK00JNA00391"
"3998359061_R02C01" "UK00JNA00392"
"3998346078_R08C01" "UK00JNA00394"
"3998359061_R05C02" "UK00JNA00411"
"3998352009_R09C02" "UK00JNA00421"
"3998370119_R12C01" "UK00JNA00431"
"3998370080_R08C01" "UK00JNA00432"
"3998352009_R06C01" "UK00JNA00441"
"3998370027_R06C01" "UK00JNA00442"
"3998370005_R01C01" "UK00JNA00443"
"3998370027_R09C02" "UK00JNA00444"
"3998352045_R01C01" "UK00JNA00471"
"3998352045_R09C02" "UK00JNA00481"
"3998370143_R03C02" "UK00jna00491"
"3998370143_R02C01" "UK00JNA00511"
"3998359061_R10C02" "UK00JNA00521"
"3998352045_R06C01" "UK00JNA00531"
"3998370080_R03C01" "UK00JNA00551"
"3998370143_R05C02" "UK00JNA00571"
"3998359159_R03C01" "UK00JNA00574"
"3998370143_R08C02" "UK00JNA00581"
"3998359159_R09C02" "UK00JNA00591"
"3998370082_R02C02" "UK00JNA00601"
"3998370123_R02C02" "UK00JNA00603"
"3998370158_R02C01" "UK00JNA00611"
"3998359159_R06C01" "UK00JNA00641"
"3998370119_R07C01" "UK00JNA00671"
"3998359023_R04C01" "UK00JNA00672"
"3998359002_R04C02" "UK00JNA00673"
"3998370158_R05C02" "UK00JNA00691"
"3998370158_R10C02" "UK00JNA00701"
"3998359159_R01C01" "UK00JNA00711"
"3998370005_R06C01" "UK00JNA00713"
"3998370028_R03C01" "UK00JNA00721"
"3998359159_R01C02" "UK00JNA00724"
"3998359159_R06C02" "UK00JNA00731"
"3998352045_R09C01" "UK00JNA00741"
"3998359159_R03C02" "UK00JNA00751"
"3998370005_R09C02" "UK00JNA00761"
"3998352009_R03C02" "UK00JNA00771"
"3998370027_R07C02" "UK00JNA00781"
"3998359002_R10C01" "UK00JNA00782"
"3998359002_R02C02" "UK00JNA00783"
"3998359159_R08C02" "UK00JNA00791"
"3998352045_R11C01" "UK00JNA00811"
"3998352045_R03C02" "UK00JNA00821"
"3998346078_R11C02" "UK00JNA00841"
"3998352045_R08C02" "UK00JNA00851"
"3998370078_R09C01" "UK00JNA00861"
"3998352009_R03C01" "UK00JNA00864"
"3998370123_R10C01" "UK00JNA00873"
"3998352045_R08C01" "UK00JNA00874"
"3998359023_R07C02" "UK00JNA00881"
"3998370119_R06C02" "UK00JNA00891"
"3998370104_R08C01" "UK00JNA00892"
"3998370104_R11C02" "UK00JNA00893"
"3998370028_R01C01" "UK00JNA00894"
"3998352009_R11C01" "UK00JNA00911"
"3998370119_R01C02" "UK00JNA00921"
"3998370104_R12C02" "UK00JNA00922"
"3998352009_R11C02" "UK00JNA00924"
"3998370034_R01C01" "UK00jna00931"
"3998370028_R06C01" "UK00JNA00941"
"3998352045_R01C02" "UK00JNA00944"
"3998352045_R06C02" "UK00JNA00951"
"3998370034_R06C01" "UK00JNA00961"
"3998359061_R06C01" "UK00JNA00971"
"3998370158_R09C02" "UK00JNA00981"
"3998370034_R09C02" "UK00JNA00991"
"3998352009_R09C01" "UK00JNA01001"
"3998370119_R09C01" "UK00JNA01011"
"3998370080_R11C02" "UK00JNA01012"
"3998370104_R10C01" "UK00JNA01013"
"3998352009_R01C02" "UK00JNA01021"
"3998352009_R06C02" "UK00JNA01041"
"3998370027_R01C01" "UK00JNA01051"
"3998370143_R01C01" "UK00JNA01061"
"3998346078_R09C01" "UK00JNA01064"
"3998370082_R12C01" "UK00JNA01071"
"3998370080_R02C02" "UK00JNA01072"
"3998370139_R11C01" "UK00JNA01081"
"3998359002_R06C02" "UK00JNA01082"
"3998359002_R09C01" "UK00JNA01083"
"3998346078_R01C02" "UK00JNA01091"
"3998346078_R06C02" "UK00JNA01101"
"3998359159_R11C01" "UK00JNA01111"
"3998370104_R02C01" "UK00JNA01121"
"3998370080_R05C01" "UK00JNA01132"
"3998370104_R05C02" "UK00JNA01141"
"3998370080_R12C01" "UK00JNA01153"
"3998359061_R09C02" "UK00JNA01171"
"3998370123_R12C02" "UK00JNA01181"
"3998370123_R04C01" "UK00JNA01191"
"3998370158_R06C01" "UK00JNA01201"
"3998370104_R07C02" "UK00JNA01221"
"3998370139_R07C01" "UK00JNA01231"
"3998370080_R04C02" "UK00JNA01232"
"3998370123_R07C02" "UK00JNA01241"
"3998370078_R07C01" "UK00JNA01251"
"3998370123_R03C01" "UK00JNA01252"
"3998370123_R08C01" "UK00JNA01253"
"3998370104_R10C02" "UK00JNA01261"
"3998370104_R04C01" "UK00JNA01271"
"3998359023_R10C01" "UK00JNA01273"
"3998370080_R10C01" "UK00JNA01282"
"3998359002_R05C01" "UK00JNA01283"
"3998359002_R05C02" "UK00JNA01291"
"3998370078_R06C02" "UK00JNA01311"
"3998370104_R02C02" "UK00JNA01312"
"3998352009_R08C02" "UK00JNA01321"
"3998346078_R10C01" "UK00JNA01324"
"3998346078_R11C01" "UK00JNA01341"
"3998346078_R03C02" "UK00JNA01351"
"3998370158_R12C02" "UK00JNA01371"
"3998359023_R11C01" "UK00JNA01373"
"3998359159_R02C01" "UK00JNA01381"
"3998370139_R09C01" "UK00JNA01391"
"3998370104_R05C01" "UK00JNA01392"
"3998370139_R03C02" "UK00JNA01401"
"3998370080_R01C02" "UK00JNA01402"
"3998370080_R06C02" "UK00JNA01403"
"3998370139_R01C02" "UK00JNA01421"
"3998359002_R07C01" "UK00JNA01422"
"3998359002_R12C01" "UK00JNA01423"
"3998370034_R06C02" "UK00JNA01431"
"3998370143_R06C02" "UK00JNA01432"
"3998359023_R09C01" "UK00JNA01433"
"3998346078_R06C01" "UK00JNA01441"
"3998346078_R08C02" "UK00JNA01451"
"3998359159_R10C01" "UK00JNA01471"
"3998370047_R12C02" "UK00JNA01481"
"3998370123_R11C02" "UK00JNA01483"
"3998370104_R03C01" "UK00JNA01492"
"3998370078_R12C01" "UK00JNA01511"
"3998370123_R12C01" "UK00JNA01512"
"3998359159_R11C02" "UK00JNA01521"
"3998359159_R08C01" "UK00JNA01531"
"3998359159_R02C02" "UK00JNA01541"
"3998370080_R02C01" "UK00JNA01551"
"3998370104_R09C01" "UK00JNA01552"
"3998370104_R01C02" "UK00JNA01553"
"3998352045_R05C01" "UK00JNA01561"
"3998352045_R10C01" "UK00JNA01571"
"3998370028_R08C01" "UK00JNA01572"
"3998370005_R11C02" "UK00JNA01573"
"3998352045_R02C02" "UK00JNA01581"
"3998370143_R08C01" "UK00JNA01583"
"3998370082_R01C02" "UK00JNA01591"
"3998370123_R09C01" "UK00JNA01592"
"3998370034_R03C01" "UK00JNA01593"
"3998352009_R02C02" "UK00JNA01751"
"3998359023_R01C02" "UK00JNA01752"
"3998359061_R01C02" "UK00JNA01753"
"3998346078_R05C01" "UK00JNA01761"
"3998370143_R12C01" "UK00JNA01762"
"3998359061_R06C02" "UK00JNA01763"
"3998370082_R09C01" "UK00JNA01771"
"3998370123_R04C02" "UK00JNA01773"
"3998359159_R12C01" "UK00JNA01781"
"3998359023_R02C02" "UK00JNA01783"
"3998370104_R12C01" "UK00JNA01792"
"3998370119_R11C01" "UK00JNA01811"
"3998370123_R06C02" "UK00JNA01813"
"3998359159_R04C02" "UK00JNA01821"
"3998346078_R07C01" "UK00JNA01831"
"3998370080_R11C01" "UK00JNA01842"
"3998370104_R06C02" "UK00JNA01843"
"3998352045_R07C01" "UK00JNA01851"
"3998352045_R12C01" "UK00JNA01861"
"3998359023_R03C02" "UK00JNA01891"
"3998352045_R04C02" "UK00JNA01901"
"3998352009_R07C01" "UK00JNA01911"
"3998370080_R09C01" "UK00JNA01922"
"3998352009_R12C01" "UK00JNA01931"
"3998352009_R04C02" "UK00JNA01941"
"3998370104_R03C02" "UK00JNA01951"
"3998370080_R03C02" "UK00JNA01961"
"3998370034_R08C01" "UK00JNA01962"
"3998370104_R08C02" "UK00JNA01971"
"3998359002_R02C01" "UK00JNA01991"
"3998359159_R05C02" "UK00JNA02001"
"3998359159_R10C02" "UK00JNA02211"
"3998359023_R04C02" "UK00JNA02212"
"3998370143_R09C01" "UK00JNA02214"
"3998370080_R08C02" "UK00JNA02241"
"3998352045_R02C01" "UK00JNA02251"
"3998352045_R05C02" "UK00JNA02261"
"3998359061_R12C01" "UK00JNA02271"
"3998359023_R09C02" "UK00JNA02272"
"3998359061_R03C01" "UK00JNA02273"
"3998359061_R04C02" "UK00JNA02281"
"3998359023_R05C01" "UK00JNA02291"
"3998370158_R07C01" "UK00JNA02311"
"3998359023_R11C02" "UK00JNA02321"
"3998359023_R06C02" "UK00JNA02322"
"3998359023_R08C01" "UK00JNA02331"
"3998359061_R05C01" "UK00JNA02341"
"3998359061_R08C01" "UK00JNA02342"
"3998359061_R10C01" "UK00JNA02351"
"3998359061_R11C02" "UK00JNA02361"
"3998370158_R03C01" "UK00JNA02371"
"3998370158_R08C01" "UK00JNA02381"
"3998370028_R02C02" "UK00JNA02382"
"3998359023_R01C01" "UK00JNA02391"
"3998370005_R04C02" "UK00JNA02392"
"3998370034_R07C01" "UK00JNA02393"
"3998370158_R11C02" "UK00JNA02401"
"3998370143_R06C01" "UK00JNA02421"
"3998370143_R09C02" "UK00JNA02431"
"3998370005_R05C01" "UK00JNA02451"
"3998370005_R10C01" "UK00JNA02471"
"3998370005_R02C02" "UK00JNA02481"
"3998370034_R12C01" "UK00JNA02482"
"3998370027_R09C01" "UK00JNA02483"
"3998370034_R05C01" "UK00JNA02491"
"3998370005_R08C01" "UK00JNA02511"
"3998370028_R10C01" "UK00JNA02531"
"3998370034_R04C02" "UK00JNA02532"
"3998370027_R07C01" "UK00JNA02533"
"3998359061_R11C01" "UK00JNA02561"
"3998359061_R08C02" "UK00JNA02571"
"3998370143_R01C02" "UK00JNA02581"
"3998370158_R11C01" "UK00JNA02591"
"3998370027_R01C02" "UK00JNA02601"
"3998370027_R06C02" "UK00JNA02621"
"3998370028_R11C01" "UK00JNA02631"
"3998370028_R03C02" "UK00JNA02661"
"3998370027_R12C01" "UK00JNA02671"
"3998370027_R04C02" "UK00JNA02673"
"3998370028_R09C01" "UK00JNA02681"
"3998370028_R01C02" "UK00JNA02691"
"3998370028_R06C02" "UK00JNA02701"
"3998370005_R09C01" "UK00JNA02911"
"3998370005_R01C02" "UK00JNA02912"
"3998370005_R06C02" "UK00JNA02913"
"3998370027_R05C01" "UK00JNA02921"
"3998370027_R10C01" "UK00JNA02931"
"3998370027_R02C02" "UK00JNA02941"
"3998370028_R07C01" "UK00JNA02951"
"3998370034_R09C01" "UK00JNA02961"
"3998370028_R12C01" "UK00JNA02971"
"3998370034_R10C01" "UK00JNA02981"
"3998370028_R04C02" "UK00JNA02991"
"3998370034_R02C02" "UK00JNA03001"
"3998370034_R01C02" "UK00JNA03002"
"3998370005_R07C01" "UK00JNA03011"
"3998370119_R08C02" "UK00JNB01601"
"3998359002_R01C02" "UK00JNB01602"
"3998370104_R07C01" "UK00JNB01603"
"3998346078_R02C02" "UK00JNB01604"
"3998370119_R03C02" "UK00JNB01611"
"3998370123_R01C02" "UK00JNB01613"
"3998359159_R07C01" "UK00JNB01621"
"3998370080_R10C02" "UK00JNB01624"
"3998370082_R06C02" "UK00JNB01631"
"3998370104_R04C02" "UK00JNB01632"
"3998370158_R12C01" "UK00JNB01641"
"3998370158_R04C02" "UK00JNB01642"
"3998370143_R07C01" "UK00JNB01644"
"3998352009_R05C01" "UK00JNB01651"
"3998370143_R11C02" "UK00JNB01654"
"3998352009_R10C01" "UK00JNB01661"
"3998370123_R02C01" "UK00JNB01664"
"3998359159_R09C01" "UK00JNB01671"
"3998370123_R05C02" "UK00JNB01684"
"3998359061_R09C01" "UK00JNB01691"
"3998370123_R10C02" "UK00JNB01694"
"3998370123_R11C01" "UK00JNB01711"
"3998370123_R03C02" "UK00JNB01721"
"3998359002_R11C01" "UK00JNB01724"
"3998370123_R08C02" "UK00JNB01731"
"3998359002_R03C02" "UK00JNB01734"
"3998370104_R11C01" "UK00JNB01741"
"3998359002_R08C02" "UK00JNB01744"
"3998370143_R04C02" "UK00JNB02021"
"3998359061_R07C01" "UK00JNB02024"
"3998359023_R07C01" "UK00JNB02031"
"3998359023_R12C01" "UK00JNB02034"
"3998370143_R05C01" "UK00JNB02041"
"3998370143_R02C02" "UK00JNB02061"
"3998359023_R06C01" "UK00JNB02062"
"3998359023_R03C01" "UK00JNB02064"
"3998370034_R11C02" "UK00JNB02081"
"3998370027_R03C01" "UK00JNB02091"
"3998370027_R08C01" "UK00JNB02101"
"3998370028_R11C02" "UK00JNB02111"
"3998370027_R11C02" "UK00JNB02121"
"3998370005_R03C01" "UK00JNB02124"
"3998370028_R05C01" "UK00JNB02131"
"3998370158_R09C01" "UK00JNB02141"
"3998370158_R01C02" "UK00JNB02151"
"3998370158_R06C02" "UK00JNB02152"
"3998370005_R12C01" "UK00JNB02171"
"3998370143_R03C01" "UK0JNA015812"
"3998346076_R08C02" "UP000KT00208"
"3998359027_R01C01" "UP000KT01201"
"3998370099_R01C01" "UP000KT03703"
"3998359027_R06C01" "UP000KT05301"
"3998359027_R09C02" "UP000KT05701"
"3998370099_R06C01" "UP000KT06501"
"3998346039_R11C02" "UP000KT07301"
"3998370099_R09C02" "UP000KT09001"
"3998359040_R01C01" "UP000KT09201"
"3998370142_R08C01" "UP000KT14408"
"3998370142_R11C02" "UP000KT14409"
"3998346084_R08C01" "UP000KT16501"
"3998359060_R02C01" "UP000KT17401"
"3998346039_R10C02" "UP000KT18001"
"3998346083_R06C02" "UP000KT18901"
"3998352125_R10C02" "UP000KT19501"
"3998346084_R03C01" "UP000KT20001"
"3998370131_R03C01" "UP000KT21308"
"3998370133_R05C01" "UP000KT21508"
"3998370133_R12C01" "UP000KT21509"
"3998359025_R02C01" "UP000KT23901"
"3998359025_R04C01" "UP000KT24001"
"3998346084_R04C01" "UP000KT24201"
"3998359025_R01C01" "UP000KT24801"
"3998346076_R03C01" "UP000KT24809"
"3998346039_R12C01" "UP000KT25501"
"3998346083_R10C01" "UP000KT27701"
"3998346039_R12C02" "UP000KT28201"
"3998346014_R05C01" "UP000KT28601"
"3998346083_R04C02" "UP000KT29301"
"3998359060_R08C01" "UP000KT30001"
"3998359060_R03C02" "UP000KT30501"
"3998370142_R09C02" "UP000KT30808"
"3998359101_R12C01" "UP000KT31201"
"3998346076_R08C01" "UP000KT31808"
"3998352125_R02C02" "UP000KT32101"
"3998346039_R03C02" "UP000KT32301"
"3998359066_R09C02" "UP000KT32401"
"3998346084_R05C01" "UP000KT32501"
"3998359025_R07C01" "UP000KT32801"
"3998370142_R07C02" "UP000KT32808"
"3998346039_R02C01" "UP000KT32908"
"3998359060_R10C02" "UP000KT33001"
"3998352109_R07C02" "UP000KT33201"
"3998346084_R07C01" "UP000KT33501"
"3998346083_R11C01" "UP000KT33601"
"3998346083_R07C01" "UP000KT33701"
"3998352125_R04C02" "UP000KT33801"
"3998346083_R02C02" "UP000KT33901"
"3998359060_R12C01" "UP000KT34001"
"3998346039_R04C02" "UP000KT34101"
"3998346084_R09C01" "UP000KT34201"
"3998346084_R11C01" "UP000KT34601"
"3998346083_R09C01" "UP000KT36901"
"3998346076_R09C02" "UP000KT37709"
"3998346083_R04C01" "UP000KT39608"
"3998346014_R07C02" "UP000KT39901"
"3998352125_R02C01" "UP000KT40001"
"3998370131_R04C02" "UP000KT40608"
"3998359025_R11C02" "UP000KT40609"
"3998359025_R12C01" "UP000KT41101"
"3998370160_R05C01" "UP000KT41908"
"3998370160_R10C01" "UP000KT41909"
"3998359060_R03C01" "UP000KT42101"
"3998359016_R08C01" "UP000KT42301"
"3998359103_R09C02" "UP000KT42701"
"3998370133_R01C01" "UP000KT43001"
"3998370133_R11C02" "UP000KT43101"
"3998346039_R08C02" "UP000KT43201"
"3998370105_R12C02" "UP000KT43301"
"3998359012_R03C01" "UP000KT43309"
"3998370133_R09C02" "UP000KT43601"
"3998370131_R01C01" "UP000KT43609"
"3998359040_R03C01" "UP000KT43701"
"3998370160_R02C02" "UP000KT43808"
"3998359101_R10C01" "UP000KT43809"
"3998346076_R07C02" "UP000KT44501"
"3998359016_R06C02" "UP000KT44701"
"3998359016_R05C02" "UP000KT45001"
"3998346039_R05C01" "UP000KT45101"
"3998346015_R11C01" "UP000KT45201"
"3998346014_R04C01" "UP000KT45301"
"3998359060_R12C02" "UP000KT45401"
"3998346039_R07C01" "UP000KT45901"
"3998359040_R09C02" "UP000KT46201"
"3998359012_R05C01" "UP000KT46501"
"3998346083_R10C02" "UP000KT47001"
"3998370131_R05C01" "UP000KT47409"
"3998359060_R09C02" "UP000KT47501"
"3998370131_R10C01" "UP000KT47608"
"3998370131_R02C02" "UP000KT47609"
"3998370133_R06C02" "UP000KT47701"
"3998346083_R01C02" "UP000KT47801"
"3998346083_R05C02" "UP000KT47901"
"3998370099_R10C01" "UP000KT48001"
"3998359101_R09C01" "UP000KT48201"
"3998359016_R09C02" "UP000KT48301"
"3998359103_R09C01" "UP000KT48401"
"3998346083_R12C01" "UP000KT48501"
"3998370099_R08C01" "UP000KT48601"
"3998359103_R06C02" "UP000KT48701"
"3998370133_R01C02" "UP000KT48901"
"3998359025_R09C02" "UP000KT49001"
"3998359040_R11C02" "UP000KT49501"
"3998359101_R06C02" "UP000KT49601"
"3998370133_R04C02" "UP000KT49701"
"3998359101_R05C01" "UP000KT49901"
"3998359101_R04C02" "UP000KT50101"
"3998370142_R05C01" "UP000KT50308"
"3998359027_R03C01" "UP000KT50401"
"3998359103_R07C01" "UP000KT50501"
"3998359101_R01C02" "UP000KT50601"
"3998359025_R06C01" "UP000KT50801"
"3998346039_R04C01" "UP000KT51001"
"3998370099_R05C01" "UP000KT51101"
"3998346076_R04C02" "UP000KT51301"
"3998359103_R12C01" "UP000KT51401"
"3998359103_R04C02" "UP000KT51501"
"3998346083_R03C02" "UP000KT51601"
"3998346076_R10C02" "UP000KT51701"
"3998370133_R11C01" "UP000KT52201"
"3998370133_R03C02" "UP000KT52401"
"3998359066_R06C01" "UP000KT52501"
"3998359103_R05C02" "UP000KT52601"
"3998359016_R11C02" "UP000KT53001"
"3998359103_R11C02" "UP000KT53209"
"3998370142_R06C01" "UP000KT53308"
"3998359103_R03C01" "UP000KT53309"
"3998370142_R12C01" "UP000KT53809"
"3998346039_R06C01" "UP000KT53901"
"3998370160_R11C02" "UP000KT54009"
"3998359158_R02C01" "UP000KT54201"
"3998370160_R03C01" "UP000KT54401"
"3998370133_R08C02" "UP000KT54801"
"3998370133_R10C02" "UP000KT55101"
"3998370131_R09C02" "UP000KT55201"
"3998359103_R02C01" "UP000KT55401"
"3998359101_R11C02" "UP000KT55408"
"3998346083_R02C01" "UP000KT55501"
"3998359101_R11C01" "UP000KT55601"
"3998359101_R02C01" "UP000KT55701"
"3998359101_R03C02" "UP000KT55801"
"3998370133_R03C01" "UP000KT55901"
"3998370142_R10C01" "UP000KT56008"
"3998370160_R06C01" "UP000KT56209"
"3998346083_R05C01" "UP000KT56401"
"3998370133_R10C01" "UP000KT56601"
"3998359101_R08C02" "UP000KT56801"
"3998359155_R10C02" "UP000KT56901"
"3998370142_R02C02" "UP000KT57001"
"3998359101_R05C02" "UP000KT57101"
"3998359101_R08C01" "UP000KT57301"
"3998359040_R06C01" "UP000KT57401"
"3998346076_R05C01" "UP000KT57408"
"3998359016_R06C01" "UP000KT57601"
"3998370133_R04C01" "UP000KT57701"
"3998346076_R10C01" "UP000KT57808"
"3998359103_R04C01" "UP000KT57809"
"3998359103_R03C02" "UP000KT58001"
"3998370133_R08C01" "UP000KT58101"
"3998359066_R11C02" "UP000KT58301"
"3998359103_R08C02" "UP000KT58501"
"3998359012_R02C01" "UP000KT58601"
"3998370133_R07C02" "UP000KT58801"
"3998359066_R03C01" "UP000KT58901"
"3998359101_R03C01" "UP000KT59001"
"3998346076_R06C02" "UP000KT59301"
"3998346076_R01C01" "UP000KT59508"
"3998359103_R07C02" "UP000KT59608"
"3998370133_R07C01" "UP000KT59609"
"3998359103_R11C01" "UP000KT59701"
"3998359101_R07C02" "UP000KT60101"
"3998359101_R06C01" "UP000KT60401"
"3998370160_R01C01" "UP000KT60409"
"3998370133_R12C02" "UP000KT60501"
"3998370133_R06C01" "UP000KT60608"
"3998370142_R04C02" "UP000KT60609"
"3998370133_R02C01" "UP000KT60701"
"3998370133_R05C02" "UP000KT60801"
"3998359101_R10C02" "UP000KT61101"
"3998370131_R11C02" "UP000KT62309"
"3998370160_R09C02" "UP000KT62808"
"3998359101_R04C01" "UP000KT62901"
"3998359027_R05C01" "UP000KT63301"
"3998370160_R08C01" "UP000KT63308"
"3998346076_R07C01" "UP000KT63309"
"3998370131_R08C01" "UP000KT63409"
"3998346083_R07C02" "UP000KT63601"
"3998346076_R12C02" "UP000KT63708"
"3998359012_R01C01" "UP000KT63801"
"3998346076_R12C01" "UP000KT64008"
"3998370160_R11C01" "UP000KT64108"
"3998370142_R03C01" "UP000KT64201"
"3998359103_R02C02" "UP000KT64301"
"3998370160_R12C01" "UP000KT64708"
"3998370160_R04C02" "UP000KT64709"
"3998370131_R07C01" "UP000KT64901"
"3998346076_R11C02" "UP000KT65008"
"3998346076_R06C01" "UP000KT65201"
"3998370142_R01C01" "UP000KT65408"
"3998370131_R12C01" "UP000KT65409"
"3998359101_R12C02" "UP000KT65901"
"3998370131_R06C01" "UP000KT66301"
"3998370160_R09C01" "UP000KT66608"
"3998370160_R01C02" "UP000KT66609"
"3998359027_R08C01" "UP000KT66801"
"3998370160_R06C02" "UP000KT67101"
"3998370160_R03C02" "UP000KT67201"
"3998370131_R09C01" "UP000KT67309"
"3998359103_R08C01" "UP000KT67501"
"3998370131_R01C02" "UP000KT67601"
"3998359103_R10C01" "UP000KT67801"
"3998370131_R06C02" "UP000KT67901"
"3998370099_R11C02" "UP000KT68101"
"3998359103_R01C01" "UP000KT68201"
"3998370142_R09C01" "UP000KT68401"
"3998359066_R08C01" "UP000KT68801"
"3998370142_R01C02" "UP000KT69001"
"3998359101_R01C01" "UP000KT69101"
"3998359027_R02C02" "UP000KT69401"
"3998370142_R06C02" "UP000KT69601"
"3998346076_R09C01" "UP000KT69901"
"3998359101_R02C02" "UP000KT70101"
"3998359103_R01C02" "UP000KT70301"
"3998370160_R08C02" "UP000KT70401"
"3998346076_R01C02" "UP000KT70601"
"3998359027_R10C01" "UP000KT70701"
"3998359103_R05C01" "UP000KT70901"
"3998359101_R09C02" "UP000KT71001"
"3998346076_R02C01" "UP000KT71101"
"3998370131_R11C01" "UP000KT71401"
"3998359103_R06C01" "UP000KT71501"
"3998359101_R07C01" "UP000KT71601"
"3998370131_R03C02" "UP000KT71701"
"3998370131_R08C02" "UP000KT71901"
"3998370142_R11C01" "UP000KT72301"
"3998359060_R06C01" "UP000KT73001"
"3998346083_R08C02" "UP000KT73201"
"3998370133_R09C01" "UP000KT73501"
"3998370142_R03C02" "UP000KT73601"
"3998346039_R11C01" "UP000KT74001"
"3998359060_R01C01" "UP000KT74101"
"3998346083_R12C02" "UP000KT74509"
"3998370099_R05C02" "UP000KT75801"
"3998359040_R03C02" "UP000KT76101"
"3998359027_R10C02" "UP000KT76501"
"3998370099_R07C02" "UP000KT76601"
"3998370099_R12C02" "UP000KT76701"
"3998346084_R02C01" "UP000KT76801"
"3998346084_R01C01" "UP000KT76901"
"3998370099_R02C01" "UP000KT77101"
"3998346084_R06C01" "UP000KT77201"
"3998346084_R10C01" "UP000KT77401"
"3998346083_R08C01" "UP000KT77501"
"3998346039_R07C02" "UP000KT77601"
"3998346083_R11C02" "UP000KT78101"
"3998359155_R05C02" "UP000KT78201"
"3998346083_R03C01" "UP000KT78301"
"3998346039_R05C02" "UP000KT78401"
"3998359040_R09C01" "UP000KT78501"
"3998346083_R09C02" "UP000KT78601"
"3998346039_R08C01" "UP000KT78701"
"3998359066_R10C01" "UP000KT78801"
"3998359040_R11C01" "UP000KT78901"
"3998346083_R06C01" "UP000KT79001"
"3998346039_R03C01" "UP000KT79101"
"3998346039_R01C01" "UP000KT79301"
"3998359040_R07C01" "UP000KT79401"
"3998370099_R03C01" "UP000KT79501"
"3998359066_R10C02" "UP000KT79601"
"3998359040_R01C02" "UP000KT79701"
"3998346039_R09C02" "UP000KT79801"
"3998359066_R01C01" "UP000KT79901"
"3998359040_R08C01" "UP000KT80101"
"3998359027_R04C01" "UP000KT80201"
"3998346083_R01C01" "UP000KT80301"
"3998359066_R02C01" "UP000KT80401"
"3998359066_R05C02" "UP000KT80501"
"3998359027_R11C02" "UP000KT80601"
"3998359027_R07C02" "UP000KT80701"
"3998359027_R06C02" "UP000KT80801"
"3998370099_R09C01" "UP000KT80901"
"3998359027_R08C02" "UP000KT81201"
"3998359040_R05C02" "UP000KT81301"
"3998359149_R10C02" "UP000KT81401"
"3998359027_R12C02" "UP000KT81501"
"3998359066_R07C01" "UP000KT81701"
"3998359066_R08C02" "UP000KT81801"
"3998370099_R04C01" "UP000KT81901"
"3998359027_R05C02" "UP000KT82001"
"3998370099_R04C02" "UP000KT82101"
"3998370099_R10C02" "UP000KT82201"
"3998370099_R01C02" "UP000KT82301"
"3998359040_R04C02" "UP000KT82501"
"3998359012_R06C01" "UP000KT82601"
"3998359027_R02C01" "UP000KT82701"
"3998359066_R04C02" "UP000KT82901"
"3998370099_R12C01" "UP000KT83001"
"3998370099_R11C01" "UP000KT83101"
"3998370099_R03C02" "UP000KT83201"
"3998359027_R09C01" "UP000KT83301"
"3998359040_R06C02" "UP000KT83401"
"3998359027_R01C02" "UP000KT83601"
"3998370099_R06C02" "UP000KT83701"
"3998359066_R06C02" "UP000KT83801"
"3998359066_R09C01" "UP000KT84001"
"3998359066_R12C01" "UP000KT84101"
"3998359066_R01C02" "UP000KT84201"
"3998359027_R11C01" "UP000KT84301"
"3998359040_R08C02" "UP000KT84501"
"3998359027_R03C02" "UP000KT84601"
"3998370099_R08C02" "UP000KT84701"
"3998359040_R12C01" "UP000KT84901"
"3998359040_R10C01" "UP000KT85001"
"3998370099_R07C01" "UP000KT85201"
"3998359027_R04C02" "UP000KT85301"
"3998359012_R09C01" "UP000KT85401"
"3998359027_R12C01" "UP000KT85501"
"3998359027_R07C01" "UP000KT85601"
"3998359066_R02C02" "UP000KT85801"
"3998359040_R05C01" "UP000KT85901"
"3998359040_R02C02" "UP000KT86001"
"3998359066_R05C01" "UP000KT86301"
"3998359066_R11C01" "UP000KT86501"
"3998370099_R02C02" "UP000KT86701"
"3998359066_R03C02" "UP000KT86801"
"3998359155_R02C01" "UP000KT87001"
"3998346039_R01C02" "UP000KT87101"
"3998346039_R10C01" "UP000KT87201"
"3998359012_R12C01" "UP000KT87501"
"3998346039_R02C02" "UP000KT87701"
"3998346039_R06C02" "UP000KT87801"
