"BID" "SSID"
"3998352121_R04C01" "CA0000021922"
"3998370062_R04C02" "CA0000021923"
"3998352084_R04C02" "CA0000002196"
"3998370056_R03C02" "CA0000002197"
"3998370054_R04C01" "CA0000021982"
"3998346011_R04C01" "CA0000022032"
"3998359019_R02C02" "CA0000022041"
"3998370062_R09C01" "CA0000022043"
"3998352110_R06C02" "CA0000022046"
"3998352156_R04C02" "CA0000022071"
"3998370052_R10C02" "CA0000022085"
"3998352136_R11C02" "CA0000000221"
"3998359118_R03C02" "CA0000022116"
"3998352156_R08C02" "CA0000022117"
"3998352088_R12C02" "CA0000022119"
"3998352167_R03C02" "CA0000022129"
"3998352167_R04C01" "CA0000022135"
"3998346011_R03C01" "CA0000022138"
"3998370062_R11C02" "CA0000022140"
"3998370062_R02C02" "CA0000022141"
"3998346011_R08C02" "CA0000022142"
"3998370052_R04C02" "CA0000022145"
"3998352121_R12C02" "CA0000022146"
"3998370025_R02C02" "CA0000022147"
"3998346011_R01C01" "CA0000022149"
"3998370062_R05C01" "CA0000022150"
"3998370062_R07C01" "CA0000022151"
"3998352164_R07C01" "CA0000022155"
"3998352088_R08C02" "CA0000022156"
"3998352156_R11C01" "CA0000022158"
"3998346011_R10C02" "CA0000022160"
"3998352088_R10C02" "CA0000022161"
"3998352162_R08C02" "CA0000022166"
"3998370025_R07C02" "CA0000022167"
"3998370025_R11C02" "CA0000022168"
"3998352110_R10C01" "CA0000022169"
"3998352121_R03C02" "CA0000022172"
"3998370025_R05C02" "CA0000022173"
"3998370025_R09C02" "CA0000022174"
"3998370025_R06C01" "CA0000022176"
"3998370025_R06C02" "CA0000022177"
"3998352167_R05C01" "CA0000022180"
"3998370025_R08C01" "CA0000022184"
"3998370025_R02C01" "CA0000022185"
"3998370062_R08C02" "CA0000022193"
"3998352110_R04C02" "CA0000022196"
"3998352136_R06C02" "CA0000000222"
"3998359118_R10C02" "CA0000022210"
"3998359118_R08C02" "CA0000022211"
"3998352088_R08C01" "CA0000022214"
"3998352088_R10C01" "CA0000022215"
"3998352162_R01C01" "CA0000022217"
"3998352088_R12C01" "CA0000022218"
"3998346011_R02C01" "CA0000022230"
"3998352162_R12C02" "CA0000022244"
"3998352156_R03C01" "CA0000022245"
"3998352156_R01C01" "CA0000022246"
"3998352121_R11C01" "CA0000022247"
"3998352121_R06C02" "CA0000022250"
"3998352162_R03C01" "CA0000022251"
"3998370062_R02C01" "CA0000022258"
"3998370062_R10C02" "CA0000022259"
"3998370062_R04C01" "CA0000022260"
"3998346003_R07C01" "CA0000022263"
"3998346003_R09C01" "CA0000022264"
"3998352156_R07C01" "CA0000022266"
"3998346011_R12C02" "CA0000022267"
"3998352121_R05C02" "CA0000022270"
"3998352156_R02C02" "CA0000022271"
"3998370037_R03C01" "CA0000002228"
"3998352156_R02C01" "CA0000022281"
"3998352164_R10C02" "CA0000022282"
"3998346003_R01C01" "CA0000022283"
"3998352164_R12C02" "CA0000022284"
"3998352162_R05C01" "CA0000022285"
"3998352156_R06C02" "CA0000022286"
"3998346003_R05C01" "CA0000022287"
"3998352084_R02C01" "CA0000002229"
"3998352111_R07C01" "CA0000022294"
"3998352111_R03C01" "CA0000022295"
"3998370162_R05C01" "CA0000022296"
"3998346072_R10C01" "CA0000000223"
"3998352121_R11C02" "CA0000022301"
"3998346003_R02C01" "CA0000022302"
"3998346003_R03C01" "CA0000022303"
"3998352156_R06C01" "CA0000022304"
"3998352121_R05C01" "CA0000022305"
"3998352121_R04C02" "CA0000022307"
"3998352121_R07C02" "CA0000022308"
"3998352111_R08C01" "CA0000022310"
"3998352111_R05C01" "CA0000022311"
"3998352111_R09C01" "CA0000022314"
"3998352111_R04C01" "CA0000022319"
"3998352111_R11C01" "CA0000022320"
"3998352111_R02C01" "CA0000022321"
"3998352121_R10C01" "CA0000022325"
"3998370054_R04C02" "CA0000022343"
"3998370054_R06C02" "CA0000022344"
"3998370061_R01C01" "CA0000022346"
"3998352121_R08C01" "CA0000022348"
"3998352121_R06C01" "CA0000022349"
"3998370061_R05C01" "CA0000022352"
"3998370052_R07C02" "CA0000022353"
"3998370052_R09C02" "CA0000022357"
"3998370054_R06C01" "CA0000022358"
"3998370054_R03C01" "CA0000022359"
"3998370054_R05C01" "CA0000022361"
"3998370054_R07C01" "CA0000022362"
"3998359019_R11C02" "CA0000022364"
"3998370054_R12C02" "CA0000022365"
"3998370062_R12C01" "CA0000022369"
"3998359019_R08C02" "CA0000022374"
"3998370054_R05C02" "CA0000022375"
"3998370054_R09C01" "CA0000022380"
"3998370054_R11C01" "CA0000022381"
"3998370054_R02C01" "CA0000022384"
"3998370062_R10C01" "CA0000022386"
"3998370062_R05C02" "CA0000022389"
"3998370069_R06C01" "CA0000022398"
"3998370062_R09C02" "CA0000022402"
"3998370054_R01C02" "CA0000022403"
"3998370069_R05C01" "CA0000022406"
"3998370061_R02C02" "CA0000022414"
"3998359019_R09C02" "CA0000022415"
"3998370069_R03C01" "CA0000022416"
"3998370069_R12C01" "CA0000022444"
"3998370069_R01C02" "CA0000022445"
"3998370069_R11C01" "CA0000022446"
"3998370069_R07C02" "CA0000022447"
"3998359019_R05C02" "CA0000022448"
"3998370061_R12C01" "CA0000022449"
"3998370061_R06C01" "CA0000022450"
"3998370069_R05C02" "CA0000022451"
"3998370061_R07C02" "CA0000022453"
"3998370061_R03C02" "CA0000022454"
"3998370069_R11C02" "CA0000022459"
"3998370069_R02C01" "CA0000022460"
"3998370069_R01C01" "CA0000022461"
"3998370061_R08C02" "CA0000022479"
"3998370061_R10C02" "CA0000022480"
"3998370069_R10C01" "CA0000022483"
"3998370061_R08C01" "CA0000022486"
"3998370061_R11C02" "CA0000022487"
"3998370061_R10C01" "CA0000022490"
"3998370061_R04C02" "CA0000022491"
"3998370061_R09C02" "CA0000022496"
"3998370069_R08C01" "CA0000022500"
"3998370061_R11C01" "CA0000022501"
"3998370069_R04C02" "CA0000022502"
"3998370061_R02C01" "CA0000022503"
"3998346011_R06C01" "CA0000022525"
"3998346011_R11C01" "CA0000022546"
"3998370062_R11C01" "CA0000022581"
"3998370062_R03C01" "CA0000022582"
"3998359166_R03C02" "CA0000002302"
"3998370056_R07C01" "CA0000002306"
"3998346045_R09C02" "CA0000002313"
"3998370056_R08C02" "CA0000002314"
"3998352084_R02C02" "CA0000002315"
"3998346117_R05C02" "CA0000002338"
"3998346117_R01C01" "CA0000002339"
"3998352136_R12C01" "CA0000002340"
"3998352129_R06C02" "CA0000002422"
"3998346034_R07C01" "CA0000002424"
"3998352129_R05C02" "CA0000002538"
"3998370037_R01C01" "CA0000002616"
"3998346072_R11C01" "CA0000002617"
"3998370037_R04C02" "CA0000002725"
"3998352136_R03C01" "CA0000002771"
"3998352084_R09C01" "CA0000002772"
"3998352111_R03C02" "CA0000002773"
"3998370056_R02C02" "CA0000002814"
"3998352084_R08C01" "CA0000002816"
"3998346075_R04C02" "CA0000002847"
"3998346075_R06C02" "CA0000002850"
"3998370062_R07C02" "CA0000002851"
"3998370056_R05C02" "CA0000002868"
"3998352084_R01C01" "CA0000002870"
"3998352164_R05C02" "CA0000002916"
"3998346011_R07C02" "CA0000002917"
"3998352074_R11C02" "CA0000002918"
"3998346117_R11C02" "CA0000003049"
"3998346021_R09C01" "CA0000003050"
"3998346021_R06C02" "CA0000003051"
"3998352084_R03C02" "CA0000003094"
"3998352106_R05C02" "CA0000003184"
"3998352162_R12C01" "CA0000003291"
"3998370162_R02C01" "CA0000003292"
"3998359019_R04C01" "CA0000003293"
"3998352129_R11C02" "CA0000003341"
"3998346072_R04C01" "CA0000003342"
"3998359166_R03C01" "CA0000003350"
"3998370132_R09C02" "CA0000003351"
"3998370132_R10C02" "CA0000003352"
"3998346021_R01C01" "CA0000003444"
"3998346071_R10C02" "CA0000003446"
"3998370063_R02C01" "CA0000003506"
"3998352129_R02C02" "CA0000003507"
"3998346003_R04C02" "CA0000003536"
"3998346071_R06C01" "CA0000003538"
"3998370159_R01C02" "CA0000000036"
"3998352131_R11C01" "CA0000003800"
"3998352074_R11C01" "CA0000003885"
"3998352131_R04C02" "CA0000003886"
"3998352164_R09C02" "CA0000003998"
"3998346045_R09C01" "CA0000003999"
"3998346047_R12C02" "CA0000004000"
"3998352005_R01C01" "CA0000004115"
"3998352074_R12C01" "CA0000004116"
"3998370109_R10C01" "CA0000004117"
"3998352074_R03C01" "CA0000004126"
"3998352005_R06C02" "CA0000004127"
"3998352088_R01C02" "CA0000000444"
"3998352131_R03C01" "CA0000000446"
"3998370025_R10C02" "CA0000004486"
"3998346021_R07C01" "CA0000004493"
"3998352062_R11C02" "CA0000004494"
"3998352062_R05C02" "CA0000004495"
"3998370159_R06C02" "CA0000004576"
"3998370037_R08C01" "CA0000004668"
"3998346003_R06C02" "CA0000004671"
"3998346003_R11C02" "CA0000004672"
"3998352136_R01C01" "CA0000004673"
"3998370052_R08C01" "CA0000004836"
"3998352084_R10C02" "CA0000004948"
"3998352106_R07C02" "CA0000004984"
"3998352106_R06C02" "CA0000004985"
"3998346075_R08C01" "CA0000004986"
"3998359017_R12C02" "CA0000004997"
"3998370037_R05C02" "CA0000005006"
"3998346045_R06C01" "CA0000005014"
"3998346045_R12C01" "CA0000005039"
"3998370037_R07C02" "CA0000005089"
"3998370159_R09C01" "CA0000005114"
"3998346075_R06C01" "CA0000005170"
"3998370037_R11C02" "CA0000005184"
"3998370063_R06C02" "CA0000005210"
"3998346003_R10C01" "CA0000005212"
"3998370037_R06C02" "CA0000005524"
"3998359166_R09C02" "CA0000005595"
"3998352167_R09C01" "CA0000000565"
"3998370056_R03C01" "CA0000005670"
"3998359017_R02C01" "CA0000005671"
"3998352162_R04C02" "CA0000005686"
"3998370063_R05C01" "CA0000005687"
"3998359017_R12C01" "CA0000000057"
"3998370063_R03C02" "CA0000005712"
"3998352071_R10C01" "CA0000005714"
"3998352167_R08C02" "CA0000005797"
"3998352129_R01C01" "CA0000005798"
"3998352164_R12C01" "CA0000005799"
"3998370132_R02C01" "CA0000000058"
"3998352106_R08C01" "CA0000005808"
"3998352106_R09C02" "CA0000005809"
"3998352110_R06C01" "CA0000005857"
"3998352136_R10C02" "CA0000005858"
"3998346045_R02C02" "CA0000005869"
"3998370063_R09C02" "CA0000005904"
"3998352110_R02C01" "CA0000005905"
"3998370132_R03C02" "CA0000005918"
"3998370162_R10C01" "CA0000005920"
"3998370109_R01C01" "CA0000005996"
"3998352074_R01C02" "CA0000005997"
"3998359166_R12C01" "CA0000006007"
"3998346075_R11C01" "CA0000006008"
"3998346034_R04C01" "CA0000006059"
"3998346034_R06C01" "CA0000006060"
"3998346071_R01C02" "CA0000006061"
"3998352071_R09C01" "CA0000006096"
"3998352156_R12C01" "CA0000006119"
"3998352071_R06C02" "CA0000006153"
"3998370063_R03C01" "CA0000006154"
"3998346072_R08C02" "CA0000006155"
"3998346075_R10C02" "CA0000006174"
"3998346047_R11C01" "CA0000006175"
"3998352147_R03C01" "CA0000000062"
"3998346070_R11C01" "CA0000006211"
"3998352147_R05C01" "CA0000006213"
"3998352167_R06C02" "CA0000006245"
"3998352147_R03C02" "CA0000006246"
"3998352167_R10C02" "CA0000006270"
"3998346034_R10C02" "CA0000006271"
"3998352164_R02C01" "CA0000006272"
"3998370109_R12C02" "CA0000006293"
"3998370056_R04C01" "CA0000006294"
"3998370056_R01C01" "CA0000006295"
"3998346117_R03C02" "CA0000000063"
"3998346034_R09C02" "CA0000006307"
"3998346034_R03C01" "CA0000006308"
"3998346070_R04C02" "CA0000006309"
"3998346071_R12C01" "CA0000006376"
"3998346034_R01C01" "CA0000006377"
"3998346071_R10C01" "CA0000006378"
"3998352005_R02C02" "CA0000000064"
"3998352136_R03C02" "CA0000006470"
"3998359111_R05C02" "CA0000006472"
"3998370037_R05C01" "CA0000000651"
"3998352162_R02C02" "CA0000006545"
"3998346034_R02C01" "CA0000006546"
"3998346021_R12C02" "CA0000006581"
"3998346021_R07C02" "CA0000006582"
"3998352167_R01C01" "CA0000000660"
"3998370159_R06C01" "CA0000006635"
"3998352106_R08C02" "CA0000006636"
"3998359019_R02C01" "CA0000006654"
"3998346071_R08C01" "CA0000006655"
"3998352167_R09C02" "CA0000006656"
"3998352088_R02C02" "CA0000006686"
"3998352162_R08C01" "CA0000006687"
"3998352164_R03C02" "CA0000006688"
"3998346034_R08C01" "CA0000006693"
"3998346034_R07C02" "CA0000006694"
"3998346072_R06C02" "CA0000006695"
"3998346034_R12C02" "CA0000006705"
"3998352136_R02C02" "CA0000006706"
"3998352071_R08C02" "CA0000006707"
"3998346034_R09C01" "CA0000006860"
"3998352062_R09C01" "CA0000006861"
"3998370162_R12C01" "CA0000006915"
"3998352129_R03C02" "CA0000006917"
"3998370063_R06C01" "CA0000006948"
"3998352005_R02C01" "CA0000006950"
"3998346070_R06C02" "CA0000007004"
"3998352071_R07C01" "CA0000007005"
"3998346075_R01C02" "CA0000007077"
"3998359111_R09C01" "CA0000007078"
"3998370162_R10C02" "CA0000007202"
"3998370132_R06C01" "CA0000007203"
"3998370052_R11C01" "CA0000000721"
"3998352129_R06C01" "CA0000007272"
"3998359017_R02C02" "CA0000007274"
"3998370132_R08C02" "CA0000007443"
"3998352084_R07C02" "CA0000007444"
"3998370056_R12C02" "CA0000007445"
"3998370063_R08C02" "CA0000007446"
"3998346034_R08C02" "CA0000007465"
"3998352088_R04C02" "CA0000007466"
"3998370037_R04C01" "CA0000000747"
"3998346117_R12C01" "CA0000000075"
"3998352071_R11C01" "CA0000007513"
"3998346070_R12C02" "CA0000007514"
"3998352088_R11C02" "CA0000007515"
"3998370132_R09C01" "CA0000007551"
"3998370056_R05C01" "CA0000007552"
"3998370056_R06C01" "CA0000007553"
"3998370109_R11C01" "CA0000007561"
"3998370132_R11C02" "CA0000007562"
"3998346021_R11C02" "CA0000000076"
"3998370063_R12C02" "CA0000007628"
"3998352111_R02C02" "CA0000007629"
"3998352164_R03C01" "CA0000007630"
"3998359111_R12C02" "CA0000000077"
"3998370159_R08C02" "CA0000007712"
"3998346071_R07C01" "CA0000007713"
"3998370037_R09C02" "CA0000007745"
"3998359017_R04C02" "CA0000007758"
"3998359017_R11C01" "CA0000007759"
"3998352106_R01C01" "CA0000007760"
"3998346045_R12C02" "CA0000000778"
"3998346045_R08C02" "CA0000007803"
"3998346075_R05C02" "CA0000007804"
"3998370162_R04C01" "CA0000007831"
"3998352071_R06C01" "CA0000007833"
"3998370037_R07C01" "CA0000007838"
"3998352164_R11C02" "CA0000007848"
"3998352156_R01C02" "CA0000007849"
"3998370043_R05C02" "CA0000007866"
"3998352071_R04C02" "CA0000007867"
"3998370037_R12C01" "CA0000000789"
"3998352088_R06C02" "CA0000007914"
"3998346045_R07C02" "CA0000007929"
"3998346117_R08C02" "CA0000007930"
"3998346011_R08C01" "CA0000007931"
"3998352131_R03C02" "CA0000007991"
"3998352147_R01C02" "CA0000007992"
"3998370043_R08C02" "CA0000007993"
"3998352129_R02C01" "CA0000008028"
"3998352073_R01C01" "CA0000008029"
"3998359111_R09C02" "CA0000008030"
"3998346021_R04C02" "CA0000008124"
"3998346021_R06C01" "CA0000008125"
"3998352164_R02C02" "CA0000000813"
"3998352162_R01C02" "CA0000008156"
"3998352129_R09C01" "CA0000008157"
"3998370043_R05C01" "CA0000008158"
"3998370056_R12C01" "CA0000008231"
"3998352106_R12C02" "CA0000008232"
"3998346070_R11C02" "CA0000008243"
"3998352062_R03C02" "CA0000008298"
"3998352167_R10C01" "CA0000008299"
"3998370063_R04C02" "CA0000000833"
"3998352162_R11C02" "CA0000008342"
"3998370043_R06C01" "CA0000008343"
"3998352074_R02C01" "CA0000008344"
"3998352147_R07C02" "CA0000008414"
"3998346117_R12C02" "CA0000008415"
"3998352164_R05C01" "CA0000008489"
"3998359019_R06C01" "CA0000008491"
"3998370043_R04C01" "CA0000008493"
"3998352147_R11C01" "CA0000008576"
"3998352074_R10C02" "CA0000008578"
"3998352164_R10C01" "CA0000008583"
"3998370043_R03C02" "CA0000008584"
"3998352110_R01C01" "CA0000008608"
"3998370063_R09C01" "CA0000008610"
"3998352131_R10C01" "CA0000008636"
"3998352131_R08C02" "CA0000008637"
"3998346070_R07C02" "CA0000008638"
"3998352131_R09C01" "CA0000008648"
"3998346047_R02C01" "CA0000008649"
"3998346047_R12C01" "CA0000008650"
"3998346045_R07C01" "CA0000008703"
"3998359111_R07C01" "CA0000008704"
"3998352129_R08C02" "CA0000008705"
"3998346045_R06C02" "CA0000008727"
"3998346075_R07C01" "CA0000008728"
"3998352131_R12C01" "CA0000008776"
"3998352131_R02C01" "CA0000008777"
"3998352131_R11C02" "CA0000008778"
"3998370037_R06C01" "CA0000000888"
"3998346117_R05C01" "CA0000008912"
"3998346021_R04C01" "CA0000008913"
"3998359017_R07C02" "CA0000008914"
"3998352147_R01C01" "CA0000008946"
"3998346021_R05C02" "CA0000008947"
"3998346021_R02C02" "CA0000008948"
"3998352005_R04C02" "CA0000008988"
"3998346070_R05C01" "CA0000008996"
"3998352131_R04C01" "CA0000008997"
"3998346021_R08C01" "CA0000009025"
"3998346021_R11C01" "CA0000009026"
"3998346021_R03C02" "CA0000009027"
"3998352129_R10C01" "CA0000009041"
"3998352074_R03C02" "CA0000009042"
"3998352129_R01C02" "CA0000009043"
"3998370109_R08C02" "CA0000009050"
"3998352074_R09C02" "CA0000009051"
"3998359017_R11C02" "CA0000009052"
"3998359017_R07C01" "CA0000009087"
"3998352074_R06C02" "CA0000009089"
"3998352136_R08C02" "CA0000009151"
"3998352147_R04C02" "CA0000009152"
"3998352147_R10C02" "CA0000009153"
"3998359017_R06C02" "CA0000009206"
"3998370109_R09C01" "CA0000009207"
"3998370056_R01C02" "CA0000009208"
"3998370037_R10C01" "CA0000009275"
"3998370063_R02C02" "CA0000009313"
"3998370052_R01C02" "CA0000009386"
"3998370159_R12C01" "CA0000009515"
"3998370109_R02C01" "CA0000009536"
"3998370159_R07C02" "CA0000009613"
"3998352062_R01C01" "CA0000009621"
"3998370052_R10C01" "CA0000000968"
"3998370052_R12C01" "CA0000009686"
"3998352062_R08C02" "CA0000009698"
"3998346117_R10C01" "CA0000009699"
"3998352088_R09C02" "CA0000000097"
"3998346117_R07C02" "CA0000009700"
"3998352129_R04C02" "CA0000009744"
"3998370109_R07C02" "CA0000009745"
"3998352005_R10C01" "CA0000009769"
"3998352005_R09C02" "CA0000009770"
"3998352147_R10C01" "CA0000009771"
"3998352136_R12C02" "CA0000000098"
"3998352074_R10C01" "CA0000009828"
"3998352147_R02C01" "CA0000009829"
"3998352147_R06C01" "CA0000009830"
"3998370159_R11C02" "CA0000009851"
"3998370063_R01C02" "CA0000000099"
"3998359111_R07C02" "CA0000009930"
"3998359111_R11C01" "CA0000009932"
"3998370056_R10C01" "CA0000009957"
"3998352131_R05C01" "CA0000009958"
"3998346117_R07C01" "CA0000009959"
"3998346022_R06C02" "FH0000040001"
"3998359087_R11C02" "FH0000040002"
"3998346086_R12C02" "FH0000040003"
"3998346048_R05C01" "FH0000040004"
"3998352058_R10C01" "FH0000040005"
"3998346090_R08C02" "FH0000040006"
"3998370129_R08C02" "FH0000040007"
"3998346114_R10C01" "FH0000040008"
"3998346065_R06C02" "FH0000040009"
"3998346012_R10C01" "FH0000040010"
"3998359031_R11C02" "FH0000040012"
"3998359031_R12C02" "FH0000040013"
"3998359035_R10C02" "FH0000040014"
"3998346110_R03C01" "FH0000040015"
"3998346091_R10C02" "FH0000040016"
"3998359036_R02C02" "FH0000040017"
"3998352146_R08C01" "FH0000040018"
"3998370121_R05C02" "FH0000040019"
"3998346066_R03C01" "FH0000040020"
"3998346054_R07C02" "FH0000040021"
"3998359001_R01C02" "FH0000040022"
"3998346130_R06C02" "FH0000040023"
"3998359063_R10C01" "FH0000040024"
"3998346006_R02C02" "FH0000040025"
"3998370147_R03C02" "FH0000040026"
"3998359063_R12C02" "FH0000040027"
"3998370126_R09C01" "FH0000040028"
"3998346057_R09C01" "FH0000040029"
"3998359029_R02C02" "FH0000040030"
"3998346113_R03C02" "FH0000040031"
"3998370147_R12C02" "FH0000040032"
"3998359090_R06C01" "FH0000040033"
"3998352144_R12C02" "FH0000040034"
"3998370154_R05C02" "FH0000040035"
"3998346118_R04C02" "FH0000040036"
"3998346105_R09C02" "FH0000040037"
"3998346127_R12C01" "FH0000040038"
"3998352100_R11C02" "FH0000040039"
"3998359063_R11C02" "FH0000040040"
"3998370124_R01C02" "FH0000040041"
"3998346112_R08C02" "FH0000040043"
"3998359001_R08C02" "FH0000040044"
"3998346009_R12C01" "FH0000040045"
"3998346022_R11C01" "FH0000040046"
"3998346128_R04C01" "FH0000040047"
"3998352058_R03C01" "FH0000040048"
"3998346006_R05C02" "FH0000040049"
"3998370126_R11C01" "FH0000040050"
"3998359117_R01C02" "FH0000040052"
"3998346054_R01C02" "FH0000040053"
"3998359022_R02C01" "FH0000040054"
"3998346036_R01C02" "FH0000040055"
"3998370107_R01C01" "FH0000040056"
"3998346012_R02C01" "FH0000040057"
"3998370013_R08C02" "FH0000040058"
"3998359031_R06C02" "FH0000040059"
"3998370029_R10C02" "FH0000040060"
"3998346048_R03C01" "FH0000040061"
"3998370015_R05C02" "FH0000040062"
"3998370122_R05C02" "FH0000040063"
"3998370010_R07C02" "FH0000040064"
"3998346139_R02C02" "FH0000040065"
"3998370144_R08C01" "FH0000040066"
"3998346125_R04C01" "FH0000040067"
"3998359022_R10C02" "FH0000040068"
"3998370149_R05C01" "FH0000040069"
"3998346110_R11C01" "FH0000040070"
"3998359090_R05C02" "FH0000040071"
"3998370029_R07C01" "FH0000040072"
"3998346094_R11C02" "FH0000040073"
"3998370015_R10C01" "FH0000040074"
"3998346102_R02C02" "FH0000040075"
"3998346085_R12C01" "FH0000040076"
"3998346054_R08C02" "FH0000040077"
"3998346113_R04C01" "FH0000040079"
"3998346057_R06C02" "FH0000040080"
"3998352153_R05C02" "FH0000040081"
"3998346066_R02C02" "FH0000040082"
"3998346102_R01C01" "FH0000040083"
"3998346048_R11C02" "FH0000040084"
"3998370029_R10C01" "FH0000040085"
"3998346137_R06C01" "FH0000040086"
"3998352058_R06C01" "FH0000040087"
"3998370129_R03C02" "FH0000040088"
"3998346048_R06C02" "FH0000040089"
"3998370145_R03C01" "FH0000040090"
"3998352135_R07C01" "FH0000040091"
"3998346007_R09C02" "FH0000040092"
"3998370126_R03C02" "FH0000040093"
"3998346122_R08C01" "FH0000040094"
"3998370122_R02C02" "FH0000040095"
"3998370129_R06C02" "FH0000040096"
"3998370118_R07C02" "FH0000040097"
"3998352135_R03C01" "FH0000040098"
"3998346065_R02C02" "FH0000040099"
"3998352108_R05C01" "FH0000040100"
"3998370023_R06C02" "FH0000040101"
"3998359090_R08C01" "FH0000040102"
"3998346131_R02C02" "FH0000040103"
"3998370145_R10C01" "FH0000040104"
"3998346091_R05C02" "FH0000040105"
"3998346009_R03C02" "FH0000040106"
"3998346116_R12C01" "FH0000040107"
"3998370145_R04C01" "FH0000040108"
"3998346109_R09C02" "FH0000040109"
"3998370010_R06C02" "FH0000040110"
"3998370145_R04C02" "FH0000040111"
"3998346131_R11C02" "FH0000040112"
"3998370140_R11C02" "FH0000040113"
"3998370140_R08C02" "FH0000040114"
"3998370118_R09C02" "FH0000040115"
"3998370077_R09C01" "FH0000040116"
"3998346116_R06C02" "FH0000040117"
"3998346085_R12C02" "FH0000040119"
"3998346086_R09C01" "FH0000040120"
